Symbol,Date,Open,High,Low,Close,Volume
HBL,2021-06-23,130.60000610351562,131.0,128.64999389648438,129.85000610351562,435491
HBL,2021-06-24,130.0,131.6999969482422,129.0500030517578,130.38999938964844,637245
HBL,2021-06-25,130.9499969482422,130.9499969482422,126.26000213623047,127.4800033569336,1753036
HBL,2021-06-28,127.25,128.0,123.0,123.45999908447266,1300352
HBL,2021-06-29,124.2300033569336,126.9000015258789,123.45999908447266,125.20999908447266,1156820
HBL,2021-06-30,124.94000244140625,124.94999694824219,122.05000305175781,122.37000274658203,4257352
HBL,2021-07-01,122.9000015258789,124.75,122.55999755859375,123.45999908447266,1048077
HBL,2021-07-02,123.86000061035156,124.87999725341797,123.0,123.56999969482422,822320
HBL,2021-07-05,123.1500015258789,124.44999694824219,122.5,122.61000061035156,413241
HBL,2021-07-06,123.9000015258789,125.9000015258789,122.51000213623047,125.5,2523758
HBL,2021-07-07,125.94999694824219,127.80000305175781,125.69999694824219,126.94999694824219,1409206
HBL,2021-07-08,127.23999786376953,128.5500030517578,127.1500015258789,128.27999877929688,1223609
HBL,2021-07-09,128.9499969482422,130.39999389648438,126.75,128.67999267578125,1872284
HBL,2021-07-12,129.44000244140625,129.9499969482422,127.30999755859375,129.02999877929688,483083
HBL,2021-07-13,129.5,129.5,127.5,128.97000122070312,777781
HBL,2021-07-14,129.3000030517578,129.49000549316406,127.62000274658203,128.92999267578125,641310
HBL,2021-07-15,129.4499969482422,129.58999633789062,128.0,128.41000366210938,470488
HBL,2021-07-16,129.00999450683594,130.5,128.0,129.97000122070312,1065671
HBL,2021-07-19,129.97000122070312,129.97000122070312,129.97000122070312,129.97000122070312,0
HBL,2021-07-20,129.97000122070312,129.97000122070312,129.97000122070312,129.97000122070312,0
HBL,2021-07-21,129.97000122070312,129.97000122070312,129.97000122070312,129.97000122070312,0
HBL,2021-07-22,129.97000122070312,129.97000122070312,129.97000122070312,129.97000122070312,0
HBL,2021-07-23,129.97000122070312,129.97000122070312,129.97000122070312,129.97000122070312,0
HBL,2021-07-26,129.97999572753906,130.4499969482422,128.10000610351562,128.75999450683594,607740
HBL,2021-07-27,127.80000305175781,131.9499969482422,127.80000305175781,131.30999755859375,2267549
HBL,2021-07-28,131.89999389648438,131.89999389648438,129.5500030517578,130.8000030517578,802489
HBL,2021-07-29,131.0,131.0,128.5,128.92999267578125,531104
HBL,2021-07-30,129.0,129.47000122070312,126.0,126.66999816894531,2104560
HBL,2021-08-02,126.0,128.0,125.91000366210938,127.0999984741211,1102000
HBL,2021-08-03,127.69999694824219,128.8800048828125,127.11000061035156,128.5,850269
HBL,2021-08-04,128.97999572753906,129.99000549316406,128.00999450683594,129.5800018310547,1147034
HBL,2021-08-05,129.5,130.0,128.5,129.4199981689453,2016262
HBL,2021-08-06,129.0500030517578,129.85000610351562,128.72000122070312,129.05999755859375,644190
HBL,2021-08-09,129.88999938964844,129.88999938964844,127.0999984741211,128.42999267578125,997110
HBL,2021-08-10,128.85000610351562,128.9499969482422,127.55000305175781,128.4600067138672,170810
HBL,2021-08-11,128.4600067138672,130.47999572753906,128.0500030517578,128.83999633789062,606895
HBL,2021-08-12,128.83999633789062,129.72000122070312,128.5500030517578,129.30999755859375,269949
HBL,2021-08-13,129.0,129.97999572753906,128.60000610351562,129.67999267578125,212232
HBL,2021-08-16,129.97000122070312,130.5,128.25,129.9199981689453,577568
HBL,2021-08-17,130.64999389648438,131.0,129.10000610351562,129.75999450683594,554445
HBL,2021-08-18,129.75999450683594,129.75999450683594,129.75999450683594,129.75999450683594,0
HBL,2021-08-19,129.75999450683594,129.75999450683594,129.75999450683594,129.75999450683594,0
HBL,2021-08-20,130.0,130.4499969482422,129.3000030517578,129.52000427246094,657240
HBL,2021-08-23,129.52000427246094,130.99000549316406,129.5,130.1999969482422,1436189
HBL,2021-08-24,130.1999969482422,130.9499969482422,129.3000030517578,129.47999572753906,665106
HBL,2021-08-25,129.1699981689453,129.8800048828125,129.0,129.47000122070312,514053
HBL,2021-08-26,129.5,129.5,128.05999755859375,128.5500030517578,546479
HBL,2021-08-27,128.60000610351562,128.60000610351562,125.76000213623047,126.93000030517578,700103
HBL,2021-08-30,126.93000030517578,126.93000030517578,122.19999694824219,124.72000122070312,1847573
HBL,2021-08-31,125.0,127.3499984741211,124.06999969482422,125.19999694824219,1716145
HBL,2021-09-01,126.5,126.5,124.0,124.18000030517578,755613
HBL,2021-09-02,125.5,125.5,121.0,121.87999725341797,3167207
HBL,2021-09-03,122.5,122.98999786376953,119.75,120.83000183105469,1262849
HBL,2021-09-06,121.0,121.87999725341797,119.55000305175781,119.9800033569336,7009352
HBL,2021-09-07,120.25,120.25,117.0,119.08999633789062,1114530
HBL,2021-09-08,119.9000015258789,119.9000015258789,118.0,118.95999908447266,1021258
HBL,2021-09-09,117.5999984741211,118.5,115.1500015258789,116.16999816894531,2225103
HBL,2021-09-10,116.94999694824219,116.98999786376953,115.0199966430664,115.76000213623047,1112772
HBL,2021-09-13,116.3499984741211,118.97000122070312,115.5199966430664,117.62999725341797,2176748
HBL,2021-09-14,117.62999725341797,120.61000061035156,117.62999725341797,119.70999908447266,1840030
HBL,2021-09-15,119.98999786376953,121.0,119.05000305175781,120.0,1279190
HBL,2021-09-16,120.0,122.0,119.5999984741211,120.12000274658203,4589452
HBL,2021-09-17,120.44000244140625,120.44000244140625,118.33000183105469,118.97000122070312,1132673
HBL,2021-09-20,119.0,119.0,117.11000061035156,118.83999633789062,201140
HBL,2021-09-21,118.94999694824219,121.0,116.11000061035156,116.87000274658203,801918
HBL,2021-09-22,117.5,117.9000015258789,114.01000213623047,115.44999694824219,1150303
HBL,2021-09-23,115.5,116.4000015258789,114.0,115.45999908447266,818807
HBL,2021-09-24,115.98999786376953,115.98999786376953,113.51000213623047,114.88999938964844,143084
HBL,2021-09-27,115.0,115.0,111.0,111.98999786376953,5459595
HBL,2021-09-28,112.0,113.69999694824219,111.5199966430664,112.54000091552734,7044937
HBL,2021-09-29,113.9000015258789,113.9000015258789,110.41000366210938,110.91000366210938,1347349
HBL,2021-09-30,111.0,111.94000244140625,108.05000305175781,109.3499984741211,6587594
HBL,2021-10-01,109.94999694824219,110.88999938964844,108.5999984741211,110.08999633789062,3308845
HBL,2021-10-04,110.08999633789062,110.3499984741211,109.08999633789062,110.01000213623047,1599420
HBL,2021-10-05,110.0199966430664,110.69999694824219,109.0,109.3499984741211,1589523
HBL,2021-10-06,109.98999786376953,109.98999786376953,107.5999984741211,107.76000213623047,3148840
HBL,2021-10-07,108.0,110.33999633789062,107.76000213623047,109.08000183105469,2483027
HBL,2021-10-08,109.5,111.0,108.5,110.26000213623047,5834015
HBL,2021-10-11,109.52999877929688,110.48999786376953,109.0199966430664,109.6500015258789,1206108
HBL,2021-10-12,109.7300033569336,114.88999938964844,108.9800033569336,114.0199966430664,6622254
HBL,2021-10-13,114.5,116.56999969482422,113.1500015258789,114.94000244140625,2676084
HBL,2021-10-14,115.0,119.5,114.0999984741211,119.1500015258789,2542510
HBL,2021-10-15,119.9000015258789,120.0,117.79000091552734,119.02999877929688,1357210
HBL,2021-10-18,119.73999786376953,122.80000305175781,117.05000305175781,121.79000091552734,1824940
HBL,2021-10-19,121.79000091552734,121.79000091552734,121.79000091552734,121.79000091552734,0
HBL,2021-10-20,122.5,125.5,121.0,124.30999755859375,2318448
HBL,2021-10-21,124.0,131.89999389648438,122.22000122070312,127.73999786376953,6216289
HBL,2021-10-22,127.80000305175781,131.0,126.0,129.6999969482422,1951983
HBL,2021-10-25,128.00999450683594,129.0,126.55000305175781,129.6999969482422,544116
HBL,2021-10-26,129.6999969482422,129.6999969482422,125.0,125.72000122070312,722456
HBL,2021-10-27,125.4000015258789,126.51000213623047,122.9000015258789,123.87000274658203,1529652
HBL,2021-10-28,124.0,124.9000015258789,122.4800033569336,124.44000244140625,755674
HBL,2021-10-29,125.5,129.0,123.05000305175781,126.16000366210938,1933104
HBL,2021-11-01,126.94999694824219,128.99000549316406,126.01000213623047,126.95999908447266,465436
HBL,2021-11-02,127.0,128.89999389648438,126.0,127.9800033569336,2460565
HBL,2021-11-03,128.9499969482422,128.9499969482422,125.0,125.26000213623047,717179
HBL,2021-11-04,125.79000091552734,126.0999984741211,123.51000213623047,124.30999755859375,1660552
HBL,2021-11-05,125.88999938964844,126.4000015258789,124.05000305175781,125.55000305175781,1356774
HBL,2021-11-08,125.5999984741211,127.01000213623047,125.19999694824219,126.6500015258789,705569
HBL,2021-11-09,127.4000015258789,127.4000015258789,125.25,125.31999969482422,854225
HBL,2021-11-10,126.0,126.87999725341797,124.0999984741211,124.56999969482422,453390
HBL,2021-11-11,124.97000122070312,124.97000122070312,124.0,124.11000061035156,2398042
HBL,2021-11-12,124.0999984741211,125.47000122070312,123.0,123.41000366210938,415477
HBL,2021-11-15,122.1500015258789,125.94000244140625,122.1500015258789,124.91000366210938,495611
HBL,2021-11-16,125.44999694824219,126.48999786376953,123.05000305175781,125.94999694824219,878994
HBL,2021-11-17,126.5,127.75,123.66000366210938,124.66000366210938,4162783
HBL,2021-11-18,125.0,125.94000244140625,122.30999755859375,123.77999877929688,1242516
HBL,2021-11-19,123.5999984741211,126.9000015258789,123.5999984741211,125.86000061035156,3135415
HBL,2021-11-22,128.0,129.10000610351562,123.5199966430664,124.68000030517578,4487112
HBL,2021-11-23,124.5,124.5,122.4000015258789,123.2699966430664,1852315
HBL,2021-11-24,123.05000305175781,123.05000305175781,119.56999969482422,120.1500015258789,3810386
HBL,2021-11-25,120.87000274658203,120.87000274658203,116.0,117.52999877929688,4966495
HBL,2021-11-26,116.0999984741211,120.73999786376953,116.0999984741211,119.43000030517578,3450455
HBL,2021-11-29,118.0999984741211,126.9000015258789,118.0999984741211,125.16000366210938,5093343
HBL,2021-11-30,126.88999938964844,127.75,120.01000213623047,123.3499984741211,31480344
HBL,2021-12-01,125.0,125.5,122.11000061035156,124.66999816894531,2901710
HBL,2021-12-02,123.98999786376953,124.04000091552734,117.5,119.5199966430664,2946383
HBL,2021-12-03,118.9000015258789,124.2300033569336,117.1500015258789,123.19999694824219,3277436
HBL,2021-12-06,123.9000015258789,123.94999694824219,121.05999755859375,121.41999816894531,1012588
HBL,2021-12-07,122.9000015258789,124.0,121.5,122.55999755859375,2059729
HBL,2021-12-08,122.94999694824219,123.8499984741211,121.1500015258789,122.4000015258789,2355553
HBL,2021-12-09,122.94999694824219,122.94999694824219,118.91000366210938,120.55999755859375,1054086
HBL,2021-12-10,121.80000305175781,121.80000305175781,119.45999908447266,119.58000183105469,1030716
HBL,2021-12-13,120.43000030517578,120.5,118.6500015258789,119.29000091552734,803835
HBL,2021-12-14,119.48999786376953,120.75,118.0,119.38999938964844,2087508
HBL,2021-12-15,119.95999908447266,120.0,118.51000213623047,118.94999694824219,1795873
HBL,2021-12-16,119.25,119.75,115.0,115.6500015258789,2280425
HBL,2021-12-17,116.69999694824219,118.55000305175781,114.5,118.04000091552734,1652856
HBL,2021-12-20,118.94999694824219,120.0999984741211,117.0999984741211,118.54000091552734,1565638
HBL,2021-12-21,118.0,119.0199966430664,117.20999908447266,117.69000244140625,533753
HBL,2021-12-22,118.69999694824219,118.69999694824219,117.0,117.98999786376953,761750
HBL,2021-12-23,116.56999969482422,118.5,116.56999969482422,117.33999633789062,801572
HBL,2021-12-24,117.80000305175781,117.80000305175781,116.51000213623047,116.80000305175781,321524
HBL,2021-12-27,117.91000366210938,117.91000366210938,116.0,116.16000366210938,379513
HBL,2021-12-28,116.87999725341797,116.9000015258789,115.19999694824219,116.0,745571
HBL,2021-12-29,116.56999969482422,116.56999969482422,114.80000305175781,115.0,1639485
HBL,2021-12-30,115.0,115.9000015258789,114.30000305175781,114.8499984741211,2189778
HBL,2021-12-31,115.30000305175781,117.5,114.30999755859375,116.62000274658203,2886976
HBL,2022-01-03,117.0,117.9000015258789,116.5,117.02999877929688,405791
HBL,2022-01-04,117.0999984741211,119.0,117.0999984741211,118.02999877929688,916386
HBL,2022-01-05,118.69999694824219,118.94000244140625,117.0,117.61000061035156,184922
HBL,2022-01-06,117.98999786376953,118.69999694824219,116.5,116.69999694824219,1361906
HBL,2022-01-07,117.9000015258789,119.5,116.55000305175781,118.27999877929688,1340981
HBL,2022-01-10,119.0,121.2300033569336,118.02999877929688,120.37000274658203,2955003
HBL,2022-01-11,120.8499984741211,122.5,118.80000305175781,122.16999816894531,1852575
HBL,2022-01-12,122.75,122.8499984741211,121.48999786376953,121.58999633789062,496255
HBL,2022-01-13,122.0,122.19999694824219,121.0,121.5,143600
HBL,2022-01-14,121.5,124.0,121.5,123.12999725341797,1138299
HBL,2022-01-17,123.01000213623047,123.0999984741211,122.0,122.1500015258789,449851
HBL,2022-01-18,122.1500015258789,123.0,121.2300033569336,122.01000213623047,476441
HBL,2022-01-19,121.30000305175781,122.80000305175781,121.05000305175781,121.56999969482422,768005
HBL,2022-01-20,121.48999786376953,122.44999694824219,119.69999694824219,122.04000091552734,350340
HBL,2022-01-21,122.5,122.5,121.05000305175781,122.12999725341797,96511
HBL,2022-01-24,122.25,122.44999694824219,121.1500015258789,121.44000244140625,220830
HBL,2022-01-25,121.05000305175781,122.08000183105469,121.0,121.58000183105469,311993
HBL,2022-01-26,121.75,121.75,120.80000305175781,121.01000213623047,271685
HBL,2022-01-27,121.6500015258789,121.6500015258789,120.5,121.01000213623047,403396
HBL,2022-01-28,120.0999984741211,121.5,120.0999984741211,120.54000091552734,456985
HBL,2022-01-31,120.19999694824219,121.69999694824219,120.19999694824219,121.19000244140625,691880
HBL,2022-02-01,120.55000305175781,122.5,120.55000305175781,121.68000030517578,376741
HBL,2022-02-02,121.0199966430664,128.0,121.0,124.70999908447266,3470427
HBL,2022-02-03,126.0,126.0,123.44999694824219,123.55000305175781,750312
HBL,2022-02-04,123.0999984741211,124.9000015258789,123.0999984741211,123.88999938964844,2721987
HBL,2022-02-07,124.44000244140625,125.0,123.55000305175781,123.91999816894531,191597
HBL,2022-02-08,124.4000015258789,124.55000305175781,123.0,123.58000183105469,1701938
HBL,2022-02-09,124.1500015258789,124.98999786376953,123.16000366210938,124.22000122070312,1243444
HBL,2022-02-10,124.22000122070312,124.98999786376953,122.02999877929688,122.33000183105469,1544517
HBL,2022-02-11,122.80000305175781,123.94999694824219,121.55999755859375,123.2300033569336,1131428
HBL,2022-02-14,123.2300033569336,124.5,122.44999694824219,122.5999984741211,532437
HBL,2022-02-15,123.8499984741211,123.8499984741211,121.5999984741211,122.0199966430664,1420639
HBL,2022-02-16,122.9800033569336,122.9800033569336,121.11000061035156,121.4000015258789,363293
HBL,2022-02-17,121.2699966430664,122.44000244140625,120.5,121.88999938964844,117622
HBL,2022-02-18,122.0,122.9000015258789,121.0,121.93000030517578,318035
HBL,2022-02-21,122.4000015258789,122.5999984741211,121.5,121.73999786376953,83287
HBL,2022-02-22,122.19999694824219,122.19999694824219,118.0,121.29000091552734,1400159
HBL,2022-02-23,121.6500015258789,122.0,119.22000122070312,121.41000366210938,811166
HBL,2022-02-24,120.0,121.44999694824219,115.9000015258789,116.44000244140625,1874967
HBL,2022-02-25,116.01000213623047,117.5,116.01000213623047,116.31999969482422,1155499
HBL,2022-02-28,117.41000366210938,117.41000366210938,115.0199966430664,116.16999816894531,1270047
HBL,2022-03-01,117.9800033569336,118.0999984741211,116.0,116.30000305175781,748773
HBL,2022-03-02,116.94000244140625,116.94000244140625,114.80999755859375,115.45999908447266,674871
