Symbol,Date,Open,High,Low,Close,Volume
OGDC,2021-06-23,99.11000061035156,100.5999984741211,98.0,99.19999694824219,10269396
OGDC,2021-06-24,99.30000305175781,100.25,98.69999694824219,98.94000244140625,3856256
OGDC,2021-06-25,98.98999786376953,99.25,97.6500015258789,98.0,4557299
OGDC,2021-06-28,97.91000366210938,98.4000015258789,96.25,96.7699966430664,9473433
OGDC,2021-06-29,97.62000274658203,97.62000274658203,93.80000305175781,94.2699966430664,11650517
OGDC,2021-06-30,94.5,95.98999786376953,94.5,95.02999877929688,2548674
OGDC,2021-07-01,95.80000305175781,96.97000122070312,95.5999984741211,96.26000213623047,2715616
OGDC,2021-07-02,96.5999984741211,97.0,95.37000274658203,95.69000244140625,2991441
OGDC,2021-07-05,96.0999984741211,97.01000213623047,95.19999694824219,95.66000366210938,10487721
OGDC,2021-07-06,96.4800033569336,96.9000015258789,94.94999694824219,95.29000091552734,3304739
OGDC,2021-07-07,95.04000091552734,95.48999786376953,94.0,94.58000183105469,1816655
OGDC,2021-07-08,94.9800033569336,96.9000015258789,94.05000305175781,95.69000244140625,4420490
OGDC,2021-07-09,95.22000122070312,96.44000244140625,94.58999633789062,94.7300033569336,2247855
OGDC,2021-07-12,94.55999755859375,96.69999694824219,94.5,94.68000030517578,1757839
OGDC,2021-07-13,94.30000305175781,94.8499984741211,94.05000305175781,94.23999786376953,2470198
OGDC,2021-07-14,94.5,94.5999984741211,94.05000305175781,94.19000244140625,1844603
OGDC,2021-07-15,94.29000091552734,97.48999786376953,94.0,96.02999877929688,6877597
OGDC,2021-07-16,96.44999694824219,96.69999694824219,95.25,95.77999877929688,1351095
OGDC,2021-07-19,96.75,96.79000091552734,95.69999694824219,95.87000274658203,1977976
OGDC,2021-07-20,95.87000274658203,95.87000274658203,95.87000274658203,95.87000274658203,0
OGDC,2021-07-21,95.87000274658203,95.87000274658203,95.87000274658203,95.87000274658203,0
OGDC,2021-07-22,95.87000274658203,95.87000274658203,95.87000274658203,95.87000274658203,0
OGDC,2021-07-23,95.87000274658203,95.87000274658203,95.87000274658203,95.87000274658203,0
OGDC,2021-07-26,96.11000061035156,96.30000305175781,94.0,94.36000061035156,5130885
OGDC,2021-07-27,94.4000015258789,95.19999694824219,94.0,94.13999938964844,918368
OGDC,2021-07-28,94.48999786376953,94.5999984741211,93.11000061035156,93.41000366210938,1054649
OGDC,2021-07-29,93.20999908447266,94.25,92.75,93.19999694824219,2330149
OGDC,2021-07-30,93.44999694824219,94.9800033569336,93.19999694824219,93.38999938964844,3858764
OGDC,2021-08-02,93.88999938964844,94.30000305175781,93.75,94.04000091552734,1341589
OGDC,2021-08-03,94.29000091552734,94.29000091552734,93.0,93.37000274658203,2492393
OGDC,2021-08-04,93.20999908447266,93.75,92.94999694824219,93.06999969482422,2693104
OGDC,2021-08-05,93.0,93.1500015258789,92.81999969482422,93.0199966430664,1122036
